StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,ConsentForm,AgentNameCheck,AgentTypeCheck,TopicCheck,GodspeedMETI_1,GodspeedMETI_2,GodspeedMETI_3,GodspeedMETI_4,GodspeedMETI_5,GodspeedMETI_6,GodspeedMETI_7,GodspeedMETI_8,GodspeedMETI_9,GodspeedMETI_10,GodspeedMETI_11,GodspeedMETI_12,GodspeedMETI_13,GodspeedMETI_14,GodspeedMETI_15,GodspeedMETI_16,GodspeedMETI_17,GodspeedMETI_18,GodspeedMETI_19,GodspeedMETI_20,GodspeedMETI_21,GodspeedMETI_22,GodspeedMETI_23,GodspeedMETI_24,GodspeedMETI_25,GodspeedMETI_26,GodspeedMETI_28,GodspeedMETI_29,Appelman_1,Appelman_2,Appelman_3,Appelman_4,Appelman_5,Appelman_6,TrustBehaviour_1,TrustBehaviour_2,TrustBehaviour_3,TrustBehaviour_4,TrustBehaviour_5,TrustBehaviour_6,TrustBehaviour_7,TrustBehaviour_8,TrustBehaviour_9,AIChatbotsFrequency,ScienceContent,AIChatbotsUsed,Experience_1,Experience_2,Experience_3,Experience_4,Experience_5,Experience_6,Experience_7,Experience_8,Experience_9,Experience_10,Experience_11,Age_1,Gender,Gender_4_TEXT,Sex,English,Languages,Languages_11_TEXT,Education,Unrealistic,Unrealistic_2_TEXT,Unrealistic_coded,TechnicalIssues,SurveyTopicCheck,SurveyTopicCheck_coded,Condition,Reread,completion_code
2024-11-29 12:33,2024-11-29 12:40,0,100,419,1,2024-11-29 12:40,R_1JG0nQWjVJoVIcx,anonymous,EN,1,1,2,2,1,100,80,61,68,74,100,73,67,70,71,91,69,73,74,22,37,33,46,26,15,41,23,29,32,42,34,100,0,2,1,1,2,-1,1,20,19,20,18,21,19,20,19,20,1,1,"1,3",3,5,5,3,2,2,4,5,4,4,4,42,2,,1,1,1,,8,1,,0,1,Human like project,3,High,0,KVSAX5RR2KET
2024-11-29 12:44,2024-11-29 12:52,0,100,463,1,2024-11-29 12:52,R_5OGzyrdFdSj8CDR,anonymous,EN,1,1,1,1,2,62,65,73,77,63,78,52,78,69,62,70,81,69,62,78,77,68,64,59,80,73,64,67,87,68,76,68,68,-2,0,1,1,1,-1,17,20,19,21,19,19,20,19,20,3,3,1,4,2,4,5,5,3,3,3,4,4,4,37,2,,1,1,1,,7,1,,0,1,service,4,Medium,0,D5Z3KW2W9WUM
2024-11-29 12:43,2024-11-29 12:52,0,100,538,1,2024-11-29 12:52,R_6pQffC7QBItGahl,anonymous,EN,1,1,1,1,2,59,62,71,79,62,65,59,76,73,59,70,74,63,60,71,63,72,67,80,70,81,77,64,53,84,68,66,0,0,-1,1,2,0,1,19,19,18,19,19,20,19,21,20,4,3,1,3,4,5,3,4,5,4,2,4,3,5,35,2,,1,1,1,,7,1,,0,1,resume,4,Low,0,MDDE7JNYYZWS
2024-11-29 12:45,2024-11-29 12:55,0,100,573,1,2024-11-29 12:55,R_6jNYErozynJT3KG,anonymous,EN,1,1,6,1,1,83,64,66,78,75,58,66,79,76,65,64,63,76,77,65,67,74,63,67,83,59,76,61,63,82,69,71,64,-1,1,2,-1,1,1,16,19,19,19,18,20,19,20,18,3,5,2,5,4,3,3,4,4,3,3,4,2,3,39,2,,1,1,1,,7,1,,0,1,science,3,Low,0,PMXZ38DYCXS8
2024-11-29 12:48,2024-11-29 12:57,0,100,534,1,2024-11-29 12:57,R_3m1thLNmtmXFNQt,anonymous,EN,1,1,2,2,1,64,81,71,39,61,58,35,36,38,66,82,94,68,70,78,39,33,69,41,72,66,79,38,40,62,77,100,0,1,-1,1,0,0,0,19,17,18,19,19,17,17,19,18,5,5,1,4,3,4,3,3,2,2,2,3,3,3,38,3,,2,1,1,,2,1,,0,1,It was about getting my opinion ,3,Medium,0,HJFV57E9ZVBE
2024-11-29 12:51,2024-11-29 12:58,0,100,409,1,2024-11-29 12:58,R_5rrbkXwY1qdUf3p,anonymous,EN,1,1,6,1,1,50,21,50,18,50,62,50,50,50,55,57,55,56,56,48,40,46,45,42,37,42,45,50,50,39,35,100,0,0,1,1,1,0,0,18,18,19,17,17,18,18,18,19,3,7,4,4,4,3,2,2,2,3,3,2,2,2,41,2,,1,1,1,,7,1,,0,1,I think this is about how people react to AI,1,Low,0,FE5UL74B2N7L
2024-11-29 12:44,2024-11-29 12:59,0,100,898,1,2024-11-29 12:59,R_6w4SwAY6XO61QyX,anonymous,EN,1,1,2,2,1,98,96,95,90,96,95,99,92,92,84,97,96,98,96,2,1,1,2,3,2,0,1,0,3,2,1,100,0,1,1,2,2,-2,2,21,21,21,16,16,21,19,21,21,1,1,1,3,3,3,3,4,3,4,4,4,4,4,42,3,,2,1,1,,7,1,,0,1,Study about the perceptions of communicated information,3,High,0,E89F5C48YQP5
2024-11-29 13:01,2024-11-29 13:07,0,100,388,1,2024-11-29 13:07,R_3PtJv7LyD13TD3s,anonymous,EN,1,1,2,2,1,77,87,65,59,69,75,73,60,67,68,64,71,73,63,40,60,78,41,36,40,34,64,65,82,37,33,36,62,0,1,1,2,0,0,16,19,21,19,20,20,18,20,18,3,4,1,4,2,3,3,3,2,5,3,4,4,4,33,3,,2,1,1,,7,2,NO,4,1,NO,4,Low,0,S324QZ9BKV5W
2024-11-29 12:51,2024-11-29 13:15,0,100,1410,1,2024-11-29 13:15,R_7hLqI5qn4nHUEDX,anonymous,EN,0.10000000149011612,1,1,1,1,100,13,100,100,100,100,100,91,96,100,93,100,100,100,0,0,0,99,0,0,0,0,0,0,100,0,100,0,2,0,1,1,-2,1,20,20,20,16,17,20,20,20,20,2,2,1,4,4,4,5,2,2,5,4,4,4,4,31,2,,1,1,1,,7,1,,0,1,,0,High,0,HHAH3JZRKRZ6
2024-11-29 13:08,2024-11-29 13:16,0,100,480,1,2024-11-29 13:16,R_3lVs0PExUSLbgjD,anonymous,EN,1,1,6,1,1,73,14,75,34,75,85,76,69,63,76,65,60,71,70,18,34,24,20,21,12,29,34,16,24,17,17,100,0,1,1,1,1,-1,2,19,19,20,16,20,20,20,19,20,1,2,"1,3,4",5,4,4,4,2,2,5,5,4,4,5,31,2,,1,1,1,,7,1,,0,1,Perceptions of Communicated Information,3,Low,0,J3VNRY9AB86L
2024-11-29 13:00,2024-11-29 13:22,0,100,1303,1,2024-11-29 13:22,R_3aqxXeJKa7Z8sUF,anonymous,EN,0.800000012,1,1,1,1,25,0,0,0,40,50,50,50,50,50,78,50,50,50,50,40,50,40,50,50,50,50,50,50,50,64,100,0,0,0,0,1,2,-2,18,15,18,18,21,19,18,18,15,2,3,"1,3,4",5,4,3,1,1,1,3,3,1,1,1,37,2,,1,1,1,,7,1,,0,1,This study was likely about perceptions related to generative AIs.,1,Medium,0,9NQDQMJRXAT4
